id;pitch_bigrams_values
DavidMurray_BodyAndSoul-2_FINAL.sv;64,64:50,50:57,59:55,59:50,52:57,54:55,57:59,61:61,62:62,64:64,66:59,55:59,62:50,55:62,62:54,57:54,55:69,66:66,64:59,64:64,61:56,57:57,55:55,54:62,59:50,49:52,50:55,50:62,67:67,71:65,62:62,61:61,60:52,54:57,57:66,69:66,71:71,69:66,61:61,59:61,56:54,59:55,56:61,57:54,52:52,51:51,50:49,52:49,50:52,55:67,62:71,74:74,67:67,72:72,69:69,69:69,65:62,57:57,48:48,50:50,53:53,55:55,55:64,57:64,62:59,57:57,58:58,59:59,60:60,60:60,61:60,59:50,47:47,50:59,50:61,67:71,72:72,73:73,72:72,71:71,70:70,66:66,67:67,64:64,63:63,62:62,65:60,58:58,53:53,46:46,51:51,51
DavidMurray_ChelseaBridge_FINAL.sv;56,58:58,58:51,53:58,59:60,58:55,56:53,48:61,60:59,58:63,61:61,63:68,70:53,51:58,60:58,55:67,68:63,62:58,56:48,46:70,71:64,61:53,54:62,61:63,64:66,65:65,63:72,73:69,66:66,64:67,66:54,53:48,49:56,54:63,65:53,50:50,51:70,68:64,62:48,53:66,68:49,51:49,48:74,71:71,70:59,56:51,52:52,53:60,63:65,64:54,56:58,67:58,63:46,45:65,60:73,72:75,74:60,61:61,59:58,51:51,58:70,72:73,70:71,69:59,63:54,55:73,71:68,66:64,63:62,64:71,67:59,57:70,69:68,67:74,75:60,59:57,54:46,44:44,58:56,52:51,47:48,60:56,57:54,58:68,63:65,61:44,51:60,56:60,70:68,71:64,65:73,75:71,64:74,70:62,63:63,60:75,76:68,69:66,69:66,62:62,59:68,65:51,48:51,49:45,48:64,66:71,73:52,54:59,55:55,54:54,52:52,50:57,59:59,64:69,68:55,50:48,50:71,74:70,67:75,77:70,70:69,67:59,60:58,57:53,53:49,53:53,46:52,49:49,54:54,51:47,58:56,55:63,63:61,58:57,56:48,47:47,46:45,43:43,44:46,60:71,66:58,72:75,73:72,70:64,75:59,59:58,48:48,57:57,47:47,48:48,51:50,53:53,44:65,67:74,77:77,79:79,78:78,80:80,75:76,80:80,73:70,73:73,73:70,66:63,72:72,68:62,68:63,70:46,51:71,71:64,44:44,45:45,58:59,51:52,56:56,59:61,67:61,56:54,69:69,71:55,59:47,50:50,52:61,62:69,73:61,74:67,64:64,59:57,57:57,55:55,57:50,45:50,50:50,48:50,54:54,59:56,62:64,71:63,74:62,75:77,76:76,75:77,80:80,77:77,70:70,74:76,71:67,60:60,72:70,58:60,71:71,72:72,58:58,70:69,58:67,69:67,65:44,68:71,81:81,79:79,74:71,68:63,59:57,53:59,74:74,72:72,71:55,53:58,74:75,52:52,51:53,52:50,49:52,48:64,68:72,60:67,63:63,67:50,55:58,53:51,55:56,51:46,58:58,44:56,56:60,53:53,56:56,49:48,59:59,52:53,49:45,44:44,48:59,61:65,66:72,69:69,65
DexterGordon_Cheesecake_FINAL.sv;62,60:63,62:67,65:62,63:65,64:67,68:65,63:64,65:68,67:60,62:60,63:59,60:60,59:63,60:56,55:63,67:55,62:62,67:60,56:58,60:67,66:65,67:70,68:66,65:62,62:62,65:64,62:63,65:66,67:59,62:61,62:55,53:62,64:65,62:60,61:60,55:65,66:65,60:64,67:55,55:58,59:60,67:55,58:60,65:68,63:58,56:72,70:65,68:60,60:62,59:55,57:57,62:67,62:60,58:54,58:63,58:61,58:68,66:67,63:62,58:70,67:67,67:60,57:57,55:53,55:55,56:56,58:58,62:62,61:66,63:58,54:53,51:57,59:58,55:69,70:58,57:68,65:67,69:69,67:64,69:69,65:58,65:68,64:65,61:65,69:51,55:74,74:71,72:68,70:72,72:72,76:76,77:71,74:72,67:67,70:69,72:70,72:67,60:68,72:59,57:56,53:53,50:50,48:48,55:67,53:53,54:66,64:65,57:54,53:51,50:50,62:55,60:63,55:59,55:53,56:53,52:52,61:53,70:56,69:57,73:73,70:70,65:61,59:59,70:70,66:63,59:59,54:58,64:59,58:57,58:63,70:65,55:61,65:61,60:54,52:52,53:59,64:69,63:63,51:60,51:67,74:74,67:67,71:51,49:49,58:65,65:63,63:60,64:56,63:63,61:57,51:51,57:67,72:77,75:75,71:74,72:72,74:74,75:75,72:65,58:62,69:72,71:71,69:69,68:68,69:72,69:64,63:55,54:56,65:55,70:70,71:71,70:66,58:56,62:64,60:63,68:67,64:62,55:55,59:72,66:69,71:74,71:61,64:64,68:70,75:75,73:73,72:68,60:70,62:76,79:79,76:76,76:77,74:74,70:70,70:62,56
DexterGordon_Dextivity_FINAL.sv;62,60:64,62:64,65:62,64:65,67:67,69:52,55:67,71:59,62:60,59:55,57:60,62:55,53:67,64:67,67:67,65:69,70:55,59:59,57:54,55:59,60:60,55:57,58:68,67:67,66:64,67:71,69:70,67:53,55:55,52:50,52:53,56:61,58:60,61:66,64:57,55:53,52:61,60:60,64:69,64:65,63:66,67:72,67:69,66:52,53:54,50:52,54:62,57:57,57:57,53:53,50:50,47:50,53:63,60:55,51:51,54:54,57:58,55:61,63:65,66:58,60:57,60:63,61:60,67:72,72:72,69:70,69:70,72:66,62:64,66:65,69:62,59:65,64:72,70:69,72:66,69:60,52:57,52:55,54:57,59:57,50:57,51:51,48:48,49:49,51:51,53:56,52:62,61:58,53:53,60:60,57:47,50:56,55:60,63:50,54:51,49:49,50:57,54:63,65:66,68:55,50:50,51:57,62:62,58:52,61:60,58:58,57:69,67:64,57:69,62:64,68:58,56:56,54:55,66:67,60:60,72:71,67:69,65:65,62:63,67:67,72:67,70:70,70:62,62:62,68:68,64:55,67:63,64:65,61:58,63:63,62:53,62:62,55:52,57:71,68:66,65:52,50:47,49:49,53:56,63:58,67:72,73:73,70:67,61:61,72:59,64:69,59:69,54:54,59:62,65:69,68:68,73:73,72:70,68:67,62:64,64:64,60:53,51:51,52:55,60
DexterGordon_Montmartre_FINAL.sv;65,63:63,65:58,58:63,61:64,65:65,65:60,58:61,60:66,65:65,64:70,70:60,61:65,70:61,58:61,63:67,65:65,66:68,66:63,64:70,67:58,60:58,61:66,68:72,67:58,57:72,70:63,66:66,63:70,72:60,63:63,60:61,65:55,60:62,63:57,60:67,68:68,67:70,63:64,63:69,70:65,67:73,72:53,55:65,61:63,68:68,65:58,63:65,68:72,65:70,66:64,66:70,69:67,72:68,70:73,70:70,65:63,63:68,63:58,55:62,61:58,56:54,53:60,62:71,72:57,53:63,73:73,68:69,66:67,66:68,69:70,68:66,66:70,73:59,61:60,53:55,61:76,77:65,72:61,62:57,58:63,67:56,54:66,64:53,56:62,70:65,71:61,72:67,62:56,57:53,53:70,64:69,68:77,73:65,75:75,72:72,69:66,73:56,59:66,67:61,54:54,55:61,53:72,73:74,72:67,70:72,68:65,60:53,46:53,58:67,63:58,64:66,61:63,62:64,57:56,58:60,56:54,64:64,62:61,59:59,55:55,63:56,60:53,50:50,51:51,54:54,57:57,61:61,57:60,57:67,58:68,61:66,60:66,62:62,69:53,54:54,65:66,70:66,69:64,64:72,77:69,67:65,59:55,56:57,63:61,55:55,58:60,60:67,67:69,69:69,73:70,76:77,72:60,71:75,71:71,74:68,79:79,75:65,78:78,74:74,71:71,67:67,74:74,76:65,74:74,75:75,74:68,68:72,76:77,75:75,73:73,67:67,54:54,56:64,70:63,58:57,54:53,51:51,53:46,54:54,47:47,53:46,59:59,47:47,59:59,54:54,46:46,53:58,65:58,54:65,58:67,64:67,69:69,71:71,76:76,75:75,70:65,69:72,71:71,70:57,65:65,62:61,69:69,63:73,58:58,53:53,57
DexterGordon_SocietyRed_FINAL.sv;68,65:67,65:65,68:64,65:65,62:60,62:62,60:57,60:69,67:67,66:62,58:65,64:65,63:68,67:60,57:60,64:65,67:70,68:69,70:57,55:57,58:58,55:65,69:55,57:71,70:66,65:62,65:60,59:55,53:58,57:70,69:59,58:60,60:63,62:69,68:60,58:67,70:65,65:67,69:70,71:69,72:62,63:64,62:62,64:67,68:63,65:65,60:71,72:58,60:64,67:63,61:61,60:58,62:58,56:65,70:68,68:66,67:70,65:60,65:59,60:53,52:72,71:68,69:72,70:70,67:62,69:60,69:70,72:72,69:62,67:52,55:55,58:61,62:69,65:68,60:52,53:63,60:61,63:72,60:60,67:64,60:55,60:55,54:69,69:67,67:62,61:53,57:53,55:58,61:58,59:74,72:72,72:70,70:53,51:55,56:65,61:54,55:67,64:64,64:51,53:53,50:73,71:68,70:76,77:67,62:60,63:56,57:56,53:65,71:58,63:63,55:56,60:62,57:63,64:54,57:71,73:65,59:59,65:70,76:77,69:75,77:58,65:59,59:57,62:67,63:55,52:64,63:61,58:69,60:72,73:68,66:61,59:63,68:67,71:72,74:56,55:60,61:69,57:53,54:54,60:64,69:72,63:63,70:69,62:51,52:56,61:56,63:65,66:66,63:63,59:56,64:62,62:58,64:55,51:50,52:57,68:71,68:65,58:58,67:69,71:68,75:77,70:66,57:59,57:68,59:59,68:69,64:60,55:57,57:62,56:56,54:55,55:66,69:53,58:57,56:72,67:69,66:57,63:63,66:62,53:55,61:64,66:57,53:72,75:63,67:70,77:77,76:77,74:74,53:53,56:70,74:74,70:70,66:66,68:59,62:68,73:73,70:71,74:74,69:72,66:66,66:66,73:60,56:51,58:61,65:68,72:70,73:73,75:75,73:73,69:60,72:50,51:50,48:48,46:46,58:58,49:49,58:61,70:73,72:57,69:77,75:75,74:65,72:55,62:73,74
DexterGordon_StanleyTheSteamer_FINAL.sv;70,70:65,63:61,62:58,61:65,65:62,65:63,65:70,68:58,58:62,63:58,60:64,65:68,65:73,70:65,64:63,61:65,70:67,70:61,58:63,62:55,55:60,58:67,65:60,62:65,67:65,58:58,55:55,58:62,60:62,58:63,67:56,58:65,62:61,60:72,70:65,61:58,56:75,73:70,73:70,69:70,65:63,58:70,72:68,67:64,63:59,58:76,75:60,63:68,68:68,70:69,67:63,66:58,57:60,59:53,56:65,60:60,55:62,62:58,63:67,68:60,61:61,65:70,67:67,63:66,67:67,66:63,64:61,63:55,51:74,74:55,56:51,53:53,55:62,61:50,51:51,55:65,57:65,68:62,70:70,76:56,59:54,55:60,65:74,72:69,70:58,62:67,69:67,67:66,58:67,72:62,67:61,61:58,54:55,62:60,57:57,64:68,64:61,59:53,52:55,57:48,53:63,63:72,71:57,61:72,73:66,65:54,56:56,55:56,54:59,62:67,62:76,77:64,62:70,62:57,58:53,51:55,54:75,76:68,72:56,53:70,75:69,72:58,59:59,67:64,68:69,74:74,65:67,58:57,60:66,66:58,53:53,58:58,70:61,70:51,60:54,61:63,60:72,74:74,73:64,67:53,53:52,51:57,62:51,48:52,50:50,52:52,53:57,59:59,60:55,48:48,50:57,55:58,64:70,58:58,65:71,73:56,56:73,72:71,70:62,54:55,46:46,51:55,49:49,53:54,59:59,61:59,63:66,59:70,74:74,58:77,75:75,74:74,75:75,77:77,70:58,66:62,55:55,50:55,53:51,50:50,53:59,54:54,53:51,46:46,48:53,49:49,50:51,56:66,64:64,51:59,56:62,64:73,77:77,76:76,83:83,84:84,76:73,75:75,75:56,60:68,66:66,63:57,53:53,60:70,63:58,67:60,60:65,69:69,73:73,69:72,64:65,76:76,74:72,68:65,75:75,70:73,74:72,76:77,74:72,69:65,66
DexterGordon_TheRainbowPeople_FINAL.sv;67,65:65,63:63,62:67,68:67,63:62,60:63,60:66,67:62,63:65,62:65,67:60,63:63,65:63,58:60,56:70,67:60,59:68,65:63,63:63,67:58,60:68,67:62,58:60,62:60,58:58,63:68,64:59,60:64,67:52,53:62,65:55,53:67,70:67,66:53,55:55,56:56,53:60,65:64,60:58,55:56,58:70,74:75,72:58,67:53,52:68,70:67,62:60,67:55,58:74,75:63,66:64,66:62,61:72,70:69,67:65,64:58,58:69,70:54,57:67,58:65,68:64,61:62,64:58,65:58,62:64,65:58,54:54,55:58,61:70,68:66,65:67,67:56,54:72,68:65,61:67,64:58,57:75,75:73,73:71,71:57,62:65,65:68,66:53,50:51,55:62,59:75,70:70,69:61,60:63,64:58,56:65,58:61,63:59,61:61,62:64,62:56,52:68,72:73,72:72,75:67,69:56,55:58,66:66,58:61,57:55,63:61,64:72,71:57,60:57,52:62,67:61,58:68,68:65,72:61,67:65,60:66,62:65,66:63,68:53,58:70,71:66,63:60,60:60,68:51,52:52,60:60,52:53,54:61,56:56,66:66,68:65,70:50,51:69,61:68,73:73,68:68,59:66,64:61,59:59,54:57,54:54,56:52,68:70,73:72,69:60,57:56,68:56,62:62,56:56,67:59,62:65,69:74,66:69,64:60,66:53,51:51,50:50,58:58,68:58,64:57,55:71,68:62,70:53,57:60,61:52,51:51,56:54,53:64,72:56,65:53,62:59,57:52,56:54,61:70,58:61,68:66,73:73,71:71,66:61,71:71,67:61,65:59,58:57,68:62,66:55,67:71,70:70,77:77,70:75,69:70,66:66,69:70,63:68,61:63,61:71,73:73,70:62,62:55,51:51,53:50,46:46,51:51,48:48,51:55,60:54,49:49,54:57,64:52,55:53,56:56,60:59,55:68,63:72,73:73,75:61,66:63,59:59,72:67,72:70,75:72,74:74,68:68,74:74,73:71,62:62,69:57,57:57,58:58,70:58,71:71,69:69,66:66,70:68,69:58,59
DonByas_Be-Bop_FINAL.sv;61,62:52,53:65,64:64,65:66,65:61,60:60,58:55,53:67,66:56,55:55,52:67,65:58,56:53,55:60,61:62,67:60,56:65,68:53,52:53,60:64,67:60,62:65,66:62,63:59,60:67,64:61,64:65,60:62,61:66,67:63,65:58,60:58,59:64,68:72,71:68,67:65,67:62,65:56,53:65,63:67,72:64,62:60,64:68,72:65,61:60,60:61,61:53,61:62,60:53,54:58,61:65,62:70,67:63,60:54,53:68,66:62,64:60,63:63,64:64,61:53,56:56,60:71,70:60,53:67,60:54,52:55,54:55,56:56,58:53,59:71,65:68,71:71,68:52,50:50,49:49,55:68,60:67,70:70,61:67,68:68,64:63,62:54,55:55,58:72,70:67,61:56,54:64,58:72,65:64,72:72,66:66,64:60,65:72,72:72,75:75,73:73,77:77,73:73,71:71,72:70,68:54,58:65,58:52,55:60,54:54,56:63,58:59,61:61,59:52,54:56,57:57,61:63,61:55,63:63,67:66,61:64,55:54,63:58,54:56,61:61,58:60,57:57,58:61,53:53,58:68,74:74,73:73,72:72,67:60,55
DonByas_BodyAndSoul_FINAL.sv;63,61:54,53:61,58:60,58:65,63:53,56:56,58:66,65:58,54:58,56:62,65:53,51:56,54:63,65:64,62:59,57:52,53:54,58:53,57:57,60:63,62:65,68:65,64:53,54:51,53:62,61:58,60:60,61:65,66:59,62:55,54:57,59:62,59:58,61:70,66:68,66:59,64:56,59:59,58:54,56:56,53:51,54:58,63:61,60:58,57:51,50:61,65:54,51:63,60:61,63:66,68:64,61:66,64:54,57:57,55:67,66:71,69:64,63:60,63:68,70:65,67:54,63:61,62:57,56:56,61:61,59:51,56:58,51:49,51:53,53:61,53:60,59:52,51:59,51:68,71:66,62:51,49:49,48:62,63:63,59:62,60:61,55:61,64:69,67:67,65:64,65:65,62:64,59:73,72:72,71:55,52:55,57:60,57:65,69:64,55:54,52:50,59:62,64:51,52:51,58:58,52:56,63:54,49:57,61:58,53:52,54:53,52:69,70:72,65:66,67:67,69:69,71:60,62:57,54:56,55:55,64:62,57:57,58:62,66:74,73:59,60:69,73:69,72:72,59:58,59:59,61:48,54:55,56:56,60:60,56:59,55:58,65:66,63:61,54:64,67:71,70:71,67:54,61:63,58:57,53:58,58:52,56:56,64:64,60:53,59:57,52:50,51:62,70:48,56:70,72:64,66:71,64:70,68:67,63:60,54:57,66:55,55:55,62:66,69:67,62:57,67:59,56:57,71:71,74:51,55:53,55:63,68:50,56:66,70:70,62:58,55:52,55:55,61:65,59:57,64:64,58:70,75:75,68:65,72:72,63:60,65:68,72:67,71:71,66:63,66:53,69:69,74:70,69:68,67:67,64:59,53:61,56:61,52:59,50:50,53:60,66:59,54:54,64:62,55:64,69:67,60:58,67:63,64:55,53:62,74:74,70:66,60:67,68:68,69:69,79:79,75:75,71:73,66:69,63:61,57:53,48:48,57:53,60:58,62:68,65:66,51:56,52:51,48:48,49:53,58
DonByas_CognacBlues_FINAL.sv;57,60:62,64:64,62:64,65:53,56:57,58:72,71:56,58:58,57:60,59:56,57:65,63:60,57:62,65:68,69:65,66:71,67:55,58:62,60:51,50:58,56:59,62:65,68:63,61:61,62:66,65:65,62:73,72:67,68:58,59:56,55:58,62:67,65:71,72:65,70:60,64:63,64:65,60:62,61:61,60:58,55:57,53:53,53:59,53:57,65:63,55:55,62:57,51:50,60:59,60:59,58:56,56:56,45:45,46:46,50:50,53:58,65:65,57:57,59:69,64:64,63:62,56:56,52:52,53:53,57:60,65:65,74:74,73:69,72:67,63:63,58:60,58:55,54:54,52:52,51:50,57:62,67:67,64:65,55:55,56:58,61:61,64:64,67:65,64:66,67:68,70:70,71:72,72:72,74:74,77:77,75:75,77:77,76:76,73:65,71:71,65:70,65:69,57:60,68:68,66:66,64:64,56:64,68:68,72:72,69:69,68:68,56:62,63:70,69:69,65:60,61:63,65:61,63:60,63:63,62:60,55:55,52:52,58:59,57:58,60:60,56
DonByas_HarvardBlues-1_FINAL.sv;49,51:51,54:49,53:54,49:55,49:53,51:51,49:56,49:53,56:56,61:53,54:54,56:61,54:54,55:49,54:56,58:58,56:56,54:54,53:49,47:47,46:46,49:54,58:58,52:52,58:58,57:57,56:61,63:63,65:65,59:59,56:56,57:57,50:50,49:49,58:58,51:51,55:49,52:52,55:51,52:52,53:55,61:54,50:50,53:51,58:58,50:50,51:49,50:50,57:57,49
DonByas_HarvardBlues-2_FINAL.sv;61,63:56,58:61,58:58,61:58,56:54,53:56,51:60,58:58,53:53,56:61,64:65,68:61,61:58,63:63,58:56,54:54,56:63,61:58,62:66,70:67,66:58,54:53,54:56,61:64,65:68,61:61,65:68,65:65,61:61,59:59,58:58,58:64,68:68,64:64,61:63,63:53,53:53,61:63,59:59,56:51,54:53,52:52,54:63,64:64,66:66,68:68,63:62,63:63,62:62,61:51,58:58,57:57,56:56,53:53,49:49,48:48,52:52,56:58,60:51,50:50,53:58,59:59,57:57,58:62,66:70,67:66,62:62,58:61,66:70,66:66,67:66,61:54,60:58,66:66,60:54,52:52,58:54,61:63,55:55,61:63,56:56,49:49,53
DonByas_Infidele(Cry)_FINAL.sv;55,58:58,62:62,65:54,55:60,58:65,63:64,65:62,63:62,60:65,62:63,62:63,65:67,63:61,62:63,60:60,62:65,64:53,57:65,61:69,72:67,66:55,56:57,60:57,59:58,55:62,58:66,67:55,57:61,60:58,65:72,69:69,70:70,69:58,57:63,61:57,54:63,64:60,65:56,58:58,56:56,55:72,67:65,67:70,67:58,54:54,52:52,53:55,51:60,61:64,66:66,64:59,57:57,55:61,57:57,53:51,54:55,54:58,63:65,66:57,65:65,72:69,67:67,65:57,64:64,56:56,64:64,55:55,64:64,54:54,63:63,63:62,49:49,51:51,48:48,50:50,57:62,67:67,64:61,65:65,60:65,56:62,64:63,67:67,70:66,65:58,59:59,64:64,62:62,59:59,56:56,53:53,52:52,74:74,72:72,71:71,70:66,62:57,61:64,61:51,52:52,55:55,52:52,54:56,57:67,68:68,69:65,69:62,62:64,57:57,58:58,60:62,55:53,60:60,57:59,58:58,51:63,55:60,54:54,53:53,49:49,50:50,53:56,54:62,51:65,59:59,55:51,50
DonByas_OutOfNowhere_FINAL.sv;62,64:57,60:60,62:67,68:67,65:57,55:53,57:64,67:60,57:62,63:63,61:52,53:62,58:57,52:52,55:53,50:63,62:49,51:56,55:56,58:55,52:56,54:55,51:65,67:65,62:64,60:58,53:55,53:50,53:68,67:68,65:57,58:58,56:62,60:54,57:58,60:61,63:54,56:51,53:65,58:58,62:61,57:58,57:56,49:49,52:53,51:51,49:48,57:55,56:60,58:51,48:55,57:58,54:51,50:61,58:51,56:65,63:58,61:57,62:65,60:60,67:61,67:53,52:51,58:55,55:53,48:67,64:64,65:65,69:69,73:73,74:74,73:73,72:72,69:69,64:55,60:60,63:48,50:50,54:50,51:50,56:58,49:55,58:60,61:58,52:52,49:49,48:52,57:52,54:57,54:54,55:64,69:69,66:66,67:67,62:58,55:55,61:60,56:60,59:59,58:52,51:56,65:63,56:55,62:62,55:53,54:54,62:54,53:53,62:50,52:52,60:48,49:53,56:63,65:65,70:70,65:65,65:61,56:63,67:68,66:66,63:54,51:49,54:54,49:51,52
DonByas_UnAmourPleurait_FINAL.sv;55,52:65,62:52,53:62,63:64,65:62,60:60,58:53,57:57,60:63,61:57,58:67,65:65,66:66,63:58,53:58,55:52,55:63,65:61,62:62,65:61,57:58,59:63,64:58,60:65,67:57,55:62,64:55,56:56,57:65,63:48,55:60,57:56,60:60,55:55,57:51,49:52,51:60,63:68,72:63,62:60,59:58,57:53,50:50,52:73,72:72,71:71,70:66,69:49,48:59,60:60,61:67,66:54,51:67,63:63,58:59,62:51,50:50,53:53,58:53,56:57,53:54,55:57,61:55,58:58,62:63,54:53,52:63,67:61,63:60,56:60,64:64,68:72,69:69,64:59,58:55,50:50,54:54,58:52,73:70,66:69,67:64,61:61,60:57,67:67,64:62,58:60,62:65,69:69,72:72,70:70,65:61,58:53,49:53,60:58,52:52,56:57,65:66,65:64,60:64,67:67,72:72,74:74,73:70,67:57,54:53,62:62,57:60,67:55,51:55,60:53,54:58,58:65,53:56,54:51,53:51,55:55,65:65,61:57,51:53,70:70,63:67,68:72,67:56,55:58,63:54,53:55,53:49,50:50,58:69,60:64,63:63,60:57,48:59,61:63,68:68,66:61,59:59,54:54,52:49,52:57,62:65,58:65,68:68,69:69,70:70,71:71,72:72,61:66,67:67,62
GeorgeColeman_MaidenVoyage_FINAL.sv;60,65:62,60:65,70:58,53:63,61:72,71:70,65:71,69:64,62:55,53:53,60:60,61:60,59:60,64:74,72:69,67:62,63:70,72:68,70:71,74:66,64:59,55:61,60:61,63:59,60:64,67:67,69:71,67:67,62:64,65:65,63:60,60:72,65:65,68:65,62:67,71:69,71:67,66:53,58:65,58:56,59:63,65:72,73:73,72:71,70:70,68:59,58:53,56:65,67:64,59:53,48:69,74:62,67:60,62:63,64:63,62:70,69:69,65:60,50:50,59:59,57:57,55:70,58:65,61:61,64:62,59:55,54:54,57:57,54:54,56:59,61:61,66:61,62:63,60:68,72:68,67:67,65:61,58:56,55:53,51:51,50:50,49:49,51:51,53:56,60:60,57:57,58:58,60:67,68:72,68:70,74:74,75:75,73:73,71:68,66:66,65:65,64:65,66:66,68:68,64:64,63:61,59:58,56:56,54:54,51:51,52:52,56:59,56:56,63:61,69:69,68:68,71:62,61:48,52:52,55:55,59:59,63:63,67:74,71:67,64:55,52:52,48:48,60:67,70:65,65:65,60:58,55:48,53:58,63:63,70
HankMobley_Doodlin'_FINAL.sv;65,63:66,65:68,67:67,66:68,66:61,63:63,62:61,65:63,61:58,61:63,65:62,63:56,61:69,68:63,64:64,61:65,66:65,61:61,62:61,59:59,58:70,68:71,70:66,64:61,58:70,69:62,61:56,54:62,65:65,62:63,60:60,61:58,57:59,56:58,59:59,63:63,67:67,70:66,63:63,59:59,61:65,68:65,64:64,63:61,57:57,54:54,56:54,53:58,54:67,63:63,63:64,65:61,60:60,58:57,58:73,71:71,68:63,66:66,68:67,68:67,71:60,63:66,67:61,56:56,55:68,70:53,49:49,51:51,53:53,72:72,71:65,59:59,66:63,58:54,58:58,51:51,57:57,62:62,67:70,64:64,70:70,67:65,70:65,54:54,61:64,56:58,73:62,56:56,59:57,65:66,62:63,70:70,65:62,58:58,60:60,65:65,67:61,61:61,71:68,71:70,70:54,51:51,52:52,60:58,56:56,66:64,60:56,58:61,73:54,49:49,52:52,55:55,58:58,64:68,73:73,68:64,59:55,52:52,51:51,56:61,68:66,58:71,69:62,59:56,57:57,56:55,54:54,65
HankMobley_LadyBird_FINAL.sv;67,65:64,62:68,67:71,69:65,64:58,60:69,67:59,60:62,61:64,65:59,57:60,63:67,66:67,68:70,68:65,63:61,60:65,67:66,67:63,60:62,60:60,58:60,55:62,59:61,59:60,61:63,65:60,59:62,64:67,70:62,63:55,58:67,67:58,56:64,64:67,64:64,67:59,62:63,64:61,63:65,68:63,61:69,71:66,64:53,55:55,57:57,60:72,71:60,65:65,62:67,63:55,64:57,58:58,55:55,56:57,55:55,53:60,64:70,69:69,68:65,66:60,62:56,58:63,67:61,62:62,67:64,63:57,56:68,64:64,60:70,72:72,70:70,67:63,62:60,67:58,59:63,58:65,61:61,64:64,55:65,69:66,62:64,66:59,58:60,56:56,57:56,67:54,57:52,55:68,71:68,65:63,59:58,57:67,71:69,62:56,53:60,70:64,59:61,58:56,69:67,69:69,72:68,59:57,62:59,61:60,60:57,59:53,52:52,53:64,61:67,59:56,54:54,53:55,59:65,58:58,70:57,64:62,54:57,61:59,63:61,53:53,56:60,52:68,68:71,68:64,68:68,69:69,70:59,55:55,61:61,65:63,70:68,60:69,66:69,69:66,69:61,66:66,65:53,60:63,45:45,52:55,52:52,54:66,71:71,70:69,65:62,58:58,61:62,65:56,66:65,71:71,72:64,58:62,66:66,73:73,71:64,70:68,70:71,74:74,73:73,72:68,66:66,63:56,55:64,69:67,60:67,72:60,69:53,64:67,62:56,62:62,62
HankMobley_Remember_FINAL.sv;65,63:68,67:65,68:67,65:63,61:61,63:70,68:66,65:61,60:68,70:68,65:73,72:67,66:63,62:72,68:72,70:58,61:68,72:65,64:58,60:63,65:65,66:68,66:65,67:64,63:64,65:66,67:69,68:60,58:58,56:61,65:63,68:63,60:63,66:70,69:70,72:68,73:56,55:66,68:67,68:66,64:68,63:60,59:60,63:60,61:55,54:72,71:67,70:61,61:68,64:62,60:72,73:70,65:57,58:62,61:56,53:60,55:61,68:64,60:63,67:59,61:60,56:60,73:67,64:60,68:61,59:68,68:53,58:65,65:65,61:73,68:61,64:52,53:53,63:58,58:69,67:62,65:55,58:62,64:64,67:72,67:67,67:67,73:73,71:71,66:66,61:65,60:68,62:66,70:71,69:65,70:61,58:56,54:54,53:55,57:63,64:64,66:75,73:62,58:66,62:68,71:71,68:71,72:60,62:62,70:54,56:56,52:61,56:53,52:52,61:55,52:52,51:51,59:59,51:51,50:50,50:50,58:72,65:65,72:71,64:64,70:68,69:55,65:63,59:59,54:54,52:53,54:54,57:57,61:66,63:72,66:61,62:64,62:59,65:59,58:71,67:59,70:58,53:62,63:70,73:73,70:66,66:70,64:64,69:67,69:69,63:62,67:65,58:73,69:69,72:54,54:54,58:66,69:69,71:58,57:57,56:53,55:70,75:72,72:71,70:64,61:67,62:58,66:58,65:65,62:64,58:69,61:64,68:59,57:63,72:59,71:59,56:56,58:70,67:67,63:54,65:62,68:56,49:49,56:56,61:55,47:47,59:63,63:62,72:61,70:54,61:68,61:68,55:64,75:58,54:54,55:61,57:70,71:64,59:59,60
