Filename,Cluster,Midi 1 (transposed as written for TS),Fingering 1 Name,Fingering 1 Encoding,Midi 2 (transposed as written for TS),Fingering 2 Name,Fingering 2 Encoding,(Normalised) Trill Speed
Trill678.wav,127,68,G# Without octave key (default),0010111000000_0000000000,78,F# With octave key (Chromatic),1010110000000_1001000000,1.8088267034526164
Trill679.wav,127,66,F# Without octave key (main),0010110000000_0100000000,75,Eb With octave key,1010110000000_1100110000,1.712666867897615
Trill680.wav,124,70,Bb Without octave key (Bis key),0011100000000_0000000000,79,G With octave key,1010110000000_0000000000,2.0933476436998286
Trill681.wav,117,63,Eb Without octave key,0010110000000_1100110000,67,G Without octave key,0010110000000_0000000000,4.470724469027445
Trill682.wav,120,85,C# With octave key,1000000000000_0000000000,86,High D,1000000000001_0000000000,8.206205000382958
Trill683.wav,119,87,High Eb,1000000000011_0000000000,89,High F (front),1100100000000_0000000000,1.8701865560603523
Trill684.wav,118,77,F With octave key,1010110000000_1000000000,83,B With octave key,1010000000000_0000000000,4.148441420340919
Trill685.wav,124,73,C# Without octave key,0000000000000_0000000000,81,A With octave key,1010100000000_0000000000,2.3540673161842065
Trill686.wav,-1,67,G Without octave key,0010110000000_0000000000,68,G# Without octave key (default),0010111000000_0000000000,6.21458409441555
Trill687.wav,-1,79,G With octave key,1010110000000_0000000000,84,C With octave key,1000100000000_0000000000,4.211577835404762
Trill688.wav,117,62,D Without octave key,0010110000000_1100100000,67,G Without octave key,0010110000000_0000000000,5.330977904686913
Trill689.wav,128,80,G# With octave key (default),1010111000000_0000000000,82,Bb With octave key (side key),1010100000000_0000000001,3.886823499053256
Trill690.wav,126,61,Low C#,0010110100000_1100101000,63,Eb Without octave key,0010110000000_1100110000,1.6759222684992008
Trill691.wav,118,79,G With octave key,1010110000000_0000000000,85,C# With octave key,1000000000000_0000000000,3.669818231935122
Trill692.wav,127,65,F Without octave key,0010110000000_1000000000,75,Eb With octave key,1010110000000_1100110000,1.7280997138354477
Trill693.wav,125,64,E Without octave key,0010110000000_1100000000,75,Eb With octave key,1010110000000_1100110000,1.5359578957940714
Trill694.wav,126,58,Low Bb,0010110001000_1100101000,59,Low B,0010110010000_1100101000,1.7007484849838086
Trill695.wav,118,76,E With octave key,1010110000000_1100000000,82,Bb With octave key (Bis key),1011100000000_0000000000,4.2918855954659
Trill696.wav,125,67,G Without octave key,0010110000000_0000000000,77,F With octave key,1010110000000_1000000000,1.882982238381387
Trill697.wav,121,78,F# With octave key (Chromatic),1010110000000_1001000000,90,High F# (front),1100100000000_0010000000,0.7698182319351223
Trill698.wav,125,65,F Without octave key,0010110000000_1000000000,76,E With octave key,1010110000000_1100000000,1.6639197719799248
Trill699.wav,-1,81,A With octave key,1010100000000_0000000000,88,High E,1000000000011_0000000100,2.551869513986404
Trill700.wav,117,75,Eb With octave key,1010110000000_1100110000,79,G With octave key,1010110000000_0000000000,5.870550832667723
Trill701.wav,120,84,C With octave key,1000100000000_0000000000,86,High D,1000000000001_0000000000,2.946518343417842
Trill702.wav,124,73,C# Without octave key,0000000000000_0000000000,80,G# With octave key (default),1010111000000_0000000000,2.147787109904
Trill703.wav,118,78,F# With octave key (main),1010110000000_0100000000,84,C With octave key,1000100000000_0000000000,3.82119667805041
Trill704.wav,-1,60,Low C,0010110000000_1100101000,65,F Without octave key,0010110000000_1000000000,4.022449476593267
Trill705.wav,124,72,C Without octave key,0000100000000_0000000000,80,G# With octave key (default),1010111000000_0000000000,2.3364848986017885
Trill706.wav,126,60,Low C,0010110000000_1100101000,63,Eb Without octave key,0010110000000_1100110000,1.894414468123476
Trill707.wav,119,86,High D,1000000000001_0000000000,89,High F (front),1100100000000_0000000000,2.2566705134509766
Trill708.wav,125,67,G Without octave key,0010110000000_0000000000,78,F# With octave key (Chromatic),1010110000000_1001000000,1.5890729923507891
Trill709.wav,123,58,Low Bb,0010110001000_1100101000,63,Eb Without octave key,0010110000000_1100110000,1.3899320738773024
Trill557.wav,-1,75,Eb With octave key,1010110000000_1100110000,77,F With octave key,1010110000000_1000000000,5.82951438330843
Trill580.wav,115,74,D With octave key,1010110000000_1100100000,83,B With octave key,1010000000000_0000000000,2.4887571450010806
Trill581.wav,114,77,F With octave key,1010110000000_1000000000,89,High F (front),1100100000000_0000000000,1.534645626040962
Trill582.wav,115,77,F With octave key,1010110000000_1000000000,85,C# With octave key,1000000000000_0000000000,3.101407764611611
Trill583.wav,116,68,G# Without octave key (default),0010111000000_0000000000,80,G# With octave key (default),1010111000000_0000000000,1.458868344830984
Trill584.wav,109,70,Bb Without octave key (side key),0010100000000_0000000001,75,Eb With octave key,1010110000000_1100110000,2.1950248229314324
Trill585.wav,108,85,C# With octave key,1000000000000_0000000000,89,High F (front),1100100000000_0000000000,4.6582566175130955
Trill586.wav,113,87,High Eb,1000000000011_0000000000,88,High E,1000000000011_0000000100,6.802452724218214
Trill587.wav,109,69,A Without octave key,0010100000000_0000000000,74,D With octave key,1010110000000_1100100000,2.181952927506596
Trill588.wav,115,76,E With octave key,1010110000000_1100000000,84,C With octave key,1000100000000_0000000000,3.3317763543552
Trill589.wav,114,77,F With octave key,1010110000000_1000000000,90,High F# (front),1100100000000_0010000000,0.8875799257837724
Trill590.wav,109,70,Bb Without octave key (Bis key),0011100000000_0000000000,75,Eb With octave key,1010110000000_1100110000,2.3578122400565564
Trill591.wav,108,80,G# With octave key (default),1010111000000_0000000000,84,C With octave key,1000100000000_0000000000,3.7469689644180937
Trill592.wav,110,78,F# With octave key (Chromatic),1010110000000_1001000000,82,Bb With octave key (Bis key),1011100000000_0000000000,4.3251693904273445
Trill593.wav,110,84,C With octave key,1000100000000_0000000000,89,High F (front),1100100000000_0000000000,3.821676216233654
Trill594.wav,113,87,High Eb,1000000000011_0000000000,89,High F (side),1000000000111_0000000100,4.707455702181288
Trill595.wav,116,64,E Without octave key,0010110000000_1100000000,76,E With octave key,1010110000000_1100000000,1.7141166701966541
Trill596.wav,-1,79,G With octave key,1010110000000_0000000000,84,C With octave key,1000100000000_0000000000,3.830749894501186
